id;levelFile;levelNumber;agent;result;steps;playTimeMillis
MyAgent;level0001.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;5;33
MyAgent;level0002.1.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;13;35
MyAgent;level0002.2.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;25;45
MyAgent;level0002.3.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;37;41
MyAgent;level0003.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;60;54
MyAgent;level0004.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;69;65
MyAgent;level0005.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;71;53
MyAgent;level0006.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;104;115
MyAgent;level0007.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;99;167
MyAgent;level0008.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;61;83
MyAgent;level0009.s4jl;0;cz.sokoban4j.playground.MyAgent;VICTORY;93;169
MyAgent;Aymeric_du_Peloux_3_Nabokosmos.sok;10;cz.sokoban4j.playground.MyAgent;VICTORY;195;475
MyAgent;Aymeric_du_Peloux_5_Cosmopoly.sok;18;cz.sokoban4j.playground.MyAgent;VICTORY;185;667
MyAgent;Aymeric_du_Peloux_1_Minicosmos.sok;13;cz.sokoban4j.playground.MyAgent;VICTORY;121;658
MyAgent;Aymeric_du_Peloux_5_Cosmopoly.sok;4;cz.sokoban4j.playground.MyAgent;VICTORY;158;1063
MyAgent;Aymeric_du_Peloux_5_Cosmopoly.sok;17;cz.sokoban4j.playground.MyAgent;VICTORY;185;1490
MyAgent;Blazz2.sok;1;cz.sokoban4j.playground.MyAgent;VICTORY;72;1438
MyAgent;Cosmonotes.sok;8;cz.sokoban4j.playground.MyAgent;VICTORY;220;1222
MyAgent;Jacques_Duthen_Sokogen.sok;77;cz.sokoban4j.playground.MyAgent;VICTORY;177;1644
MyAgent;Aymeric_du_Peloux_3_Nabokosmos.sok;3;cz.sokoban4j.playground.MyAgent;VICTORY;178;2078
MyAgent;Jacques_Duthen_Sokogen.sok;75;cz.sokoban4j.playground.MyAgent;VICTORY;101;2101
MyAgent;Aymeric_du_Peloux_1_Minicosmos.sok;23;cz.sokoban4j.playground.MyAgent;VICTORY;177;1626
MyAgent;A.K.K._Informatika.sok;1;cz.sokoban4j.playground.MyAgent;VICTORY;70;3585
MyAgent;Cosmonotes.sok;6;cz.sokoban4j.playground.MyAgent;VICTORY;170;3193
MyAgent;Cosmonotes.sok;5;cz.sokoban4j.playground.MyAgent;VICTORY;281;2673
MyAgent;Cosmonotes.sok;3;cz.sokoban4j.playground.MyAgent;VICTORY;206;3053
MyAgent;Aymeric_du_Peloux_3_Nabokosmos.sok;2;cz.sokoban4j.playground.MyAgent;VICTORY;133;3282
MyAgent;Aymeric_du_Peloux_5_Cosmopoly.sok;19;cz.sokoban4j.playground.MyAgent;VICTORY;201;3176
MyAgent;Aymeric_du_Peloux_5_Cosmopoly.sok;20;cz.sokoban4j.playground.MyAgent;VICTORY;203;3458
MyAgent;Aymeric_du_Peloux_5_Cosmopoly.sok;14;cz.sokoban4j.playground.MyAgent;VICTORY;238;3663
MyAgent;Blazz.sok;2;cz.sokoban4j.playground.MyAgent;VICTORY;95;5030
MyAgent;Jacques_Duthen_Sokogen.sok;76;cz.sokoban4j.playground.MyAgent;VICTORY;122;5068
MyAgent;Aymeric_du_Peloux_3_Nabokosmos.sok;11;cz.sokoban4j.playground.MyAgent;TIMEOUT;0;10000
